titulo_pelicula,director,ciclo,pais,asistencia,funciones,genero,anio_exhibicion,mes_exhibicion,lugar_exhibicion
La favorita del rey,Maïwenn,Estrenos,Francia-Bélgica-Reino Unido-Rusia-Arabia Saudita,7528,45,Adultos,2024,Julio,sala 
La Frontera verde,Agnieszka Holland,CC,Polonia-Estados Unidos-Francia-República Checa-Bélgica-Alemania-Turquía,589,34,Adultos,2024,Julio,sala 
La guardia blanca,Julien Elie,CC,Canadá,181,10,Adultos,2024,Julio,sala 
La muerte de una ciudad,João Rosas,8 Semana de Cine Portugués,Portugal,38,1,Adultos,2024,Julio,sala 
La práctica,Martín Rejtman,MUBI Fest,"Argentina, Chile, Alemania, Portugal",340,2,Adultos,2024,Julio,sala 
La región salvaje,Amat Escalante,MUBI Fest,México,170,1,Adultos,2024,Julio,sala 
Las cosas indefinidas,María Aparicio,43 Foro Internacional de Cine,Argentina,229,8,Adultos,2024,Julio,sala 
Las últimas cosas,Deborah Stratman,43 Foro Internacional de Cine,Estados Unidos-Portugal-Francia,206,8,Adultos,2024,Julio,sala 
Le havre,Aki Kaurismaki,MUBI Fest,"Finlandia, Francia",374,1,Adultos,2024,Julio,sala 
Lisboa en el cine. Un punto de vista,Manuel Mozos,8 Semana de Cine Portugués,Portugal,30,1,Adultos,2024,Julio,sala 
Lobo y perro,Cláudia Varejão,CC,Portugal-Francia,1041,29,Adultos,2024,Julio,sala 
Los Bilbao,Pedro Speroni,Estrenos,Argentina,305,13,Adultos,2024,Julio,sala 
Los verdes años,Paulo Rocha,8 Semana de Cine Portugués,Portugal,61,1,Adultos,2024,Julio,sala 
Mata seca en llamas,Adirley Queirós y Joana Pimenta,CC,Portugal-Brasil,405,14,Adultos,2024,Julio,sala 
Metok,Martín Solá,CC,Italia-Argentina,645,31,Adultos,2024,Julio,sala 
Mi amigo el robot,Pablo Berger,CC,España-Francia,4809,38,Adultos,2024,Julio,sala 
Mr. London Night,Rafael Rangel,Estrenos,México,1089,32,Adultos,2024,Julio,sala 
Mudos testigos,Jerónimo Atehortúa Arteaga y Luis Ospina,43 Foro Internacional de Cine,Colombia-Francia,107,12,Adultos,2024,Julio,sala 
"Mulholland Drive: sueños, misterios y secretos",David Lynch,MUBI Fest,Estados Unidos-Francia,374,1,Adultos,2024,Julio,sala 
Música,Angela Schanelec,CC,Alemania-Francia-Grecia-Serbia,862,26,Adultos,2024,Julio,sala 
No esperes mucho del fin del mundo,Radu Jude,MUBI Fest,"Rumanía, Luxemburgo, Francia, Croacia",170,1,Adultos,2024,Julio,sala 
Notas para una película,Ignacio Agüero,43 Foro Internacional de Cine,Chile-Francia,23,4,Adultos,2024,Julio,sala 
Old boy,Park Chan-wook,MUBI Fest,Corea del Sur,748,2,Adultos,2024,Julio,sala 
"Paris, Texas",Wim Wenders,MUBI Fest,"Alemania Occidental, Francia",748,2,Adultos,2024,Julio,sala 
Presentación editorial: El lado oscuro del surrea,Varios,Extensión Académica,México,158,1,Adultos,2024,Julio,sala 
Presentación editorial:La resiliencia del cine me,Jorge Ayala Blanco,Extensión Académica,México,166,1,Adultos,2024,Julio,sala 
Priscilla,Sofia Coppola,MUBI Fest,Estados Unidos,340,2,Adultos,2024,Julio,sala 
Ramona,Victoria Linares Villegas,43 Foro Internacional de Cine,República Dominica,304,12,Adultos,2024,Julio,sala 
Repulsión,Roman Polanski,CC,Reino Unido,1181,19,Adultos,2024,Julio,sala 
Retorno a Aztlán,Juan Mora Catlett,Funciones especiales,México,37,1,Adultos,2024,Julio,sala 
Retratos fantasmas,Kleber Mendonça Filho,43 Foro Internacional de Cine,Brasil,438,12,Adultos,2024,Julio,sala 
Robarte el arte/Sur le passage de quelque,Varios,El quasi-cinema de Mariana Botey,Francia-México,40,1,Adultos,2024,Julio,sala 
Runner,Marian Mathias,CC,Estados Unidos-Francia-Alemania,810,20,Adultos,2024,Julio,sala 
Samsara,Lois Patiño,43 Foro Internacional de Cine,España,943,12,Adultos,2024,Julio,sala 
Sansón y yo,Rodrigo Reyes,Estrenos / Funciones especiales,"México, Estados Unidos",913,30,Adultos,2024,Julio,sala 
Sin señas particulares,Fernanda Valadez,MUBI Fest,"México, Estados Unidos",170,1,Adultos,2024,Julio,sala 
Teorema de tiempo,Andrés Kaiser,Estrenos,México-España,546,20,Adultos,2024,Julio,sala 
Todo va bien,Jean-Luc Godard y Jean-Pierre Gorin,El quasi-cinema de Mariana Botey,México,95,1,Adultos,2024,Julio,sala 
Todos los incendios,Mauricio Calderón Rico,CC,Francia,1168,22,Adultos,2024,Julio,sala 
Tres hermanos,Francisco J. Paparella,CC,México,928,27,Adultos,2024,Julio,sala 
Trote,Xacio Baño,CC,Argentina-Chile,464,26,Adultos,2024,Julio,sala 
Un príncipe,Pierre Creton,43 Foro Internacional de Cine,"España, Lituania",452,12,Adultos,2024,Julio,sala 
Una mirada honesta,Roberto Persano y Santiago Nacif,CC,Francia,198,20,Adultos,2024,Julio,sala 
Underground,Emile de Antonio,El quasi-cinema de Mariana Botey,Argentina-Colombia,38,1,Adultos,2024,Julio,sala 
Valeria viene a casarse,Michal Vinik,CC,Estados Unidos,718,25,Adultos,2024,Julio,sala 
Yo vi tres luces negras,Santiago Lozano Álvarez,43 Foro Internacional de Cine,Israel-Ucrania,478,12,Adultos,2024,Julio,sala 
Yurei (fantasmas),Sumie García Hirata,Estrenos,Colombia-México-Francia-Alemania,1106,24,Adultos,2024,Julio,sala 
Ziuta travesías,Carolina Kerlow,Estrenos,México,602,24,Adultos,2024,Julio,sala 
LOS SUEÑOS Y LOS DÍAS EN CUBA,Jimena Perzabal Losada,CC,México,106,2,Adultos,2024,Julio,Foro Gratis
"JULIA NO TE CASES
","Pablo Levy
",CC, Argentina,540,5,Adultos,2024,Julio,Foro Gratis
"THE ROLLING STONES – SWEET SUMMER SUN
",,MES DEL ROCK EN LA CINETECA,N/A,670,1,Adultos,2024,Julio,Foro Gratis
"ARIEL
",Aki Kaurismaki,MUBI FEST,Finlandia,1650,1,Adultos,2024,Julio,Foro Gratis
"CLOSE
",Lukas Dhont,MUBI FEST,"Bélgica, Francia, Países Bajos",0,0,Adultos,2024,Julio,Foro Gratis
"THE CURE 
 ANNIVERSARY LIVE IN HYDE PARK",N/A,MES DEL ROCK EN LA CINETECA,N/A,2600,1,Adultos,2024,Julio,Foro Gratis
"BLACK SABBATH
 THE END OF THE END",N/A,MES DEL ROCK EN LA CINETECA,N/A,1650,1,Adultos,2024,Julio,Foro Gratis
"PEQUEÑOS PECES 
","Joong-ha Park, ",CC,Corea del Sur,235,4,Adultos,2024,Julio,Foro Gratis
"QUEEN
 ROCK MONTREAL",N/A,MES DEL ROCK EN LA CINETECA,N/A,2600,1,Adultos,2024,Julio,Foro Gratis
THE CURE – CURÆTION-25 FROM THERE TO HERE,N/A,MES DEL ROCK EN LA CINETECA,N/A,1600,1,Adultos,2024,Julio,Foro Gratis
ZOÉ – PANORAMAS,N/A,MES DEL ROCK EN LA CINETECA,N/A,2400,1,Adultos,2024,Julio,Foro Gratis
(Iconic),Matthew Freiheit,Macabro 2024 Festival de Cine de Horror,Estados Unidos,85,1,Adultos ,2024,Agosto ,Sala
1985: héroes en las ruinas,Jeanete Russ Moreno,Muestra Internacional de Mujeres en el Cine y TV,México,20,1,Adultos ,2024,Agosto ,Sala
"20,000 especies de abejas",Estibaliz Urresola Solaguren,Estrenos,España,638,17,Adultos ,2024,Agosto ,Sala
50 aniversario UAM,,Funciones especiales,,168,2,Adultos ,2024,Agosto ,Sala
8.5,Federico Fellini,Extensión Académica,Italia-Francia,36,1,Adultos ,2024,Agosto ,Sala
A halloween feast,Guile Branco,Macabro 2024 Festival de Cine de Horror,Estados Unidos,224,1,Adultos ,2024,Agosto ,Sala
A herenca,João Cândido Zacharias,Macabro 2024 Festival de Cine de Horror,Brasil,209,1,Adultos ,2024,Agosto ,Sala
Ahora la luz cae vertical,Efthymia Zymvragaki,43 Foro Internacional de Cine,España-Alemania-Italia-Países Bajos,243,8,Adultos ,2024,Agosto ,Sala
All you need is blood,Cooper Roberts,Macabro 2024 Festival de Cine de Horror,Estados Unidos,253,1,Adultos ,2024,Agosto ,Sala
Allá. Cartas al corazón,Montserrat Larqué,Muestra Internacional de Mujeres en el Cine y TV,México,164,1,Adultos ,2024,Agosto ,Sala
An endless sunday,Alain Parroni,MICGénero 2024,Italia-Alemania-Irlanda,81,2,Adultos ,2024,Agosto ,Sala
Angry Annie,Blandine Lenoir,MICGénero 2024,Francia,61,2,Adultos ,2024,Agosto ,Sala
Año Bisiesto,Michael Rowe,Funciones especiales,México,151,1,Adultos ,2024,Agosto ,Sala
Anticristo,Lars von Trier,Retrospectiva Lars Von Trier,Dinamarca-Alemania-Francia-Suecia-Italia-Polonia,371,2,Adultos ,2024,Agosto ,Sala
Armas Blancas,Mariana Musalem Ramos,Estrenos,México,458,9,Adultos ,2024,Agosto ,Sala
Bailando en la oscuridad,Lars von Trier,Retrospectiva Lars Von Trier,Dinamarca-Alemania-Países Bajos-Italia-Estados Unidos-Reino Unido-Francia-Suecia-Finlandia-Islandia-Noruega,749,2,Adultos ,2024,Agosto ,Sala
Barbarroja,Akira Kurosawa,Retrospectiva Akira Kurosawa,Japón,329,2,Adultos ,2024,Agosto ,Sala
Barravento,Glauber Rocha,Retrospectiva AKIRA KUROSAWA,Brasil,235,2,Adultos ,2024,Agosto ,Sala
Birdboy / Psiconautas: los niños olvidados,"Alberto Vázquez, Pedro Rivero",Macabro 2024 Festival de Cine de Horror,España,142,1,Adultos ,2024,Agosto ,Sala
Blue ID,Burcu Melekoglu & Vuslat Karan,Muestra Internacional de Mujeres en el Cine y TV,Turquía,25,1,Adultos ,2024,Agosto ,Sala
Bolsa de pulgas,V?ra Chytilová,Retrospectiva Vera Chytilová,Checoslovaquia,97,3,Adultos ,2024,Agosto ,Sala
Boreal,Federico Adorno,Estrenos,Paraguay-México,555,31,Adultos ,2024,Agosto ,Sala
Breathing in,Jaco Bouwer,Macabro 2024 Festival de Cine de Horror,Sudáfrica,137,1,Adultos ,2024,Agosto ,Sala
Breed of greed,Ralph Hemecker,Macabro 2024 Festival de Cine de Horror,Estados Unidos,62,1,Adultos ,2024,Agosto ,Sala
Caminos cruzados,Levan Akin,Estrenos,Suecia-Dinamarca-Francia-Turquía-Georgia,1627,27,Adultos ,2024,Agosto ,Sala
Category: Woman,Phyllis Ellis,MICGénero 2024,Canadá,10,1,Adultos ,2024,Agosto ,Sala
Chainsaws were singing,Sander Maran,Macabro 2024 Festival de Cine de Horror,Estonia,173,1,Adultos ,2024,Agosto ,Sala
Charla: Cine y educación digital,Adriana Fresquet,Extensión Académica,,50,1,Adultos ,2024,Agosto ,Sala
Cinco condiciones,Lars von Trier y Jørgen Leth,Retrospectiva Lars Von Trier,Dinamarca-Suecia-Bélgica-Francia,52,2,Adultos ,2024,Agosto ,Sala
Cinco veces Favela,"Miguel Borges, Joaquim Pedro de Andrade, Carlos Diegues, Marcos Farias y Leon Hirszman",Retrospectiva AKIRA KUROSAWA,Brasil,103,2,Adultos ,2024,Agosto ,Sala
Cineclub: A corazón abierto,Susanne Bier,Extensión Académica,Dinamarca,37,1,Adultos ,2024,Agosto ,Sala
Cineclub: Cinema Paradiso,Giuseppe Tornatore,Extensión Académica,Italia,188,1,Adultos ,2024,Agosto ,Sala
Cineclub: El ciudadano Kane,Orson Welles,Extensión Académica,EUA,170,1,Adultos ,2024,Agosto ,Sala
Cineclub: El sueño de Arizona,Emir Kusturica,Extensión Académica,Estados Unidos,37,1,Adultos ,2024,Agosto ,Sala
"Cineclub: Festen, la celebración",Thomas Vinterberg,Extensión Académica,Dinamarca,100,1,Adultos ,2024,Agosto ,Sala
"Cineclub: Gato negro, gato blanco",Emir Kusturica,Extensión Académica,Yugoslavia,37,1,Adultos ,2024,Agosto ,Sala
Cineclub: Julien Donkey Boy,Harmony Korine,Extensión Académica,Estados Unidos,37,1,Adultos ,2024,Agosto ,Sala
Cineclub: Submarine,Richard Ayoade,Extensión Académica,Reino Unido,37,1,Adultos ,2024,Agosto ,Sala
Cineclub: Underground había una vez un país...,Emir Kusturica,Extensión Académica,Yugoslavia Yugoslavia,37,1,Adultos ,2024,Agosto ,Sala
Cineclub: Zona de guerra,Tim Roth,Extensión Académica,Reino Unido,37,1,Adultos ,2024,Agosto ,Sala
Clausura La Matatena 2024,Varios,Festival Internacional de Cine para niños,México,172,1,Adultos ,2024,Agosto ,Sala
Club cero,Jessica Hausner,Estrenos,Austria-Francia-Reino Unido-Alemania-Dinamarca-Catar,2486,44,Adultos ,2024,Agosto ,Sala
Conferencia Cineteca Nacional 50 años,Rogelio A. González,Extensión Académica,México,41,1,Adultos ,2024,Agosto ,Sala
Continente,David Pretto,Macabro 2024 Festival de Cine de Horror,Brasil,172,1,Adultos ,2024,Agosto ,Sala
Contra viento y marea,Lars von Trier,Retrospectiva Lars Von Trier,Dinamarca-Suecia-Francia-Países Bajos-Noruega-Islandia-España-Reino Unido,295,2,Adultos ,2024,Agosto ,Sala
Conversando con Nuestros Cineastas 2024,Varios,Extensión Académica,México,636,5,Adultos ,2024,Agosto ,Sala
Cuentos para no dormir,Lila Penagos,MICGénero 2024,Ecuador,9,1,Adultos ,2024,Agosto ,Sala
Dark my light,Neal Dhand,Macabro 2024 Festival de Cine de Horror,Dark my light,71,1,Adultos ,2024,Agosto ,Sala
Demasiada ternura,Lina Rodriguez,Estrenos,Canadá,661,18,Adultos ,2024,Agosto ,Sala
Dersu Uzala,Akira Kurosawa.,Retrospectiva Akira Kurosawa,Unión Soviética-Japón,329,2,Adultos ,2024,Agosto ,Sala
Días perfectos,Wim Wenders,Estrenos,Japón-Alemania,145,1,Adultos ,2024,Agosto ,Sala
Dios y el diablo en la tierra del sol,Glauber Rocha,Retrospectiva AKIRA KUROSAWA,Brasil,166,2,Adultos ,2024,Agosto ,Sala
Diplomado creación audiovisual,,Extensión Académica,,188,1,Adultos ,2024,Agosto ,Sala
Documental polluelos,Lidia Duda,Festival Internacional de Cine para niños,Polonia,66,1,Adultos ,2024,Agosto ,Sala
Dodeskaden,Akira Kurosawa,Retrospectiva Akira Kurosawa,Japón,311,2,Adultos ,2024,Agosto ,Sala
Dogville,Lars von Trier,Retrospectiva Lars Von Trier,Dinamarca-Suecia-Reino Unido-Francia-Alemania-Países Bajos,579,4,Adultos ,2024,Agosto ,Sala
Dos patrias,Hilda Hidalgo-Xirinachs,Muestra Internacional de Mujeres en el Cine y TV,Costa Rica – Cuba – EEUU,23,1,Adultos ,2024,Agosto ,Sala
Dos vidas,V?ra Chytilová,Retrospectiva Vera Chytilová,Checoslovaquia,102,3,Adultos ,2024,Agosto ,Sala
El ángel ebrio,Akira Kurosawa,Retrospectiva Akira Kurosawa,Japón,330,2,Adultos ,2024,Agosto ,Sala
El cielo y el infierno,Akira Kurosawa,Retrospectiva Akira Kurosawa,Japón,332,2,Adultos ,2024,Agosto ,Sala
El cura y la muchacha,Joaquim Pedro de Andrade,Retrospectiva AKIRA KUROSAWA,Brasil,80,2,Adultos ,2024,Agosto ,Sala
El eco,Tatiana Huezo,Estrenos,México-Alemania,338,3,Adultos ,2024,Agosto ,Sala
El elemento del crimen,Lars von Trier,Retrospectiva Lars Von Trier,Dinamarca,322,5,Adultos ,2024,Agosto ,Sala
El fuego que hemos construido,Luis Fontal,MICGénero 2024,Argentina,35,1,Adultos ,2024,Agosto ,Sala
El hoyo,Galder Gaztelu-Urrutia,Macabro 2024 Festival de Cine de Horror,España,80,1,Adultos ,2024,Agosto ,Sala
El jefe de todo esto,Lars von Trier,Retrospectiva Lars Von Trier,Dinamarca-Suecia-Francia-Italia-Alemania-Islandia,210,2,Adultos ,2024,Agosto ,Sala
El libro de las soluciones,Michel Gondry,Estrenos,Francia,601,16,Adultos ,2024,Agosto ,Sala
El mal no existe,Ry?suke Hamaguchi,Estrenos,Japón,2203,25,Adultos ,2024,Agosto ,Sala
El onceavo año/ Nueva tierra,"Dziga Vertov, Joris Ivens",Rivera y el cine de vanguardia,Unión Soviética-Paises Bajos,47,1,Adultos ,2024,Agosto ,Sala
El pequeño Chicote,Xinwen Dong and Shapkat,Festival Internacional de Cine para niños,China,81,1,Adultos ,2024,Agosto ,Sala
El perro rabioso,Akira Kurosawa,Retrospectiva Akira Kurosawa,Japón,331,2,Adultos ,2024,Agosto ,Sala
El principio,Gonzalo Martínez Ortega,Extensión Académica,México,40,1,Adultos ,2024,Agosto ,Sala
El sacrificio,Andrei Tarkovsky,Estrenos,"Suecia, Francia",3584,29,Adultos ,2024,Agosto ,Sala
El silencio de los hombres,Lucía Lubarsky,Muestra Internacional de Mujeres en el Cine y TV,Argentina,54,1,Adultos ,2024,Agosto ,Sala
El tío,"David Kapac, Andrija Mardeši?.",Estrenos,Croacia-Serbia,882,29,Adultos ,2024,Agosto ,Sala
El último bar,Ken Loach,Estrenos,Reino Unido-Francia-Bélgica,3581,51,Adultos ,2024,Agosto ,Sala
Elaha,Milena Aboyan,Estrenos,Alemania,273,6,Adultos ,2024,Agosto ,Sala
Europa,Lars von Trier,Retrospectiva Lars Von Trier,Dinamarca-Suecia-Francia-Alemania-Suiza,257,4,Adultos ,2024,Agosto ,Sala
Exilio,Olga Sánchez Tapia,Muestra Internacional de Mujeres en el Cine y TV,México-Argentina,26,1,Adultos ,2024,Agosto ,Sala
Faceless after dark,Raymond Wood,Macabro 2024 Festival de Cine de Horror,Estados Unidos,296,1,Adultos ,2024,Agosto ,Sala
Fenix,Daniela Tena,Muestra Internacional de Mujeres en el Cine y TV,México,45,1,Adultos ,2024,Agosto ,Sala
Grandes sueño,Dan Pánek,Festival Internacional de Cine para niños,República Checa,107,1,Adultos ,2024,Agosto ,Sala
Hékate,Nadia Benedicto,Muestra Internacional de Mujeres en el Cine y TV,Argentina,20,1,Adultos ,2024,Agosto ,Sala
Hypnosis,Ernst De Geer,MICGénero 2024,Suecia,90,2,Adultos ,2024,Agosto ,Sala
Ida Vitale,María Arrillaga,Funciones especiales / Estrenos,Uruguay,408,11,Adultos ,2024,Agosto ,Sala
Inauguración La Matatena 2024,Varios,Festival Internacional de Cine para niños,Francia-Suiza-Croacia-Canadá-Estonia-México-España,374,1,Adultos ,2024,Agosto ,Sala
Intensamente 2 DOB,Kelsey Mann,Matiné infantil 2024,Estados Unidos-Japón,25,1,Niños ,2024,Agosto ,Sala
Invisible Raptor,Mike Hermosa,Macabro 2024 Festival de Cine de Horror,Estados Unidos,64,1,Adultos ,2024,Agosto ,Sala
Júpiter,Benjamin Pfohl,Macabro 2024 Festival de Cine de Horror,Alemania,200,1,Adultos ,2024,Agosto ,Sala
"Kagemusha, la sombra del guerreo",Akira Kurosawa,Retrospectiva Akira Kurosawa,Japón,328,2,Adultos ,2024,Agosto ,Sala
La Choza del lobo,V?ra Chytilová,Retrospectiva Vera Chytilová,Checoslovaquia,144,3,Adultos ,2024,Agosto ,Sala
La estrella que perdí,Luz Orlando Brennan,MICGénero 2024,Argentina,83,2,Adultos ,2024,Agosto ,Sala
La fallecida,Leon Hirszman,Retrospectiva AKIRA KUROSAWA,Brasil,95,2,Adultos ,2024,Agosto ,Sala
La favorita del rey,Maïwenn,Estrenos,Francia-Bélgica-Reino Unido-Rusia-Arabia Saudita,4995,52,Adultos ,2024,Agosto ,Sala
La fortaleza escondida,Akira Kurosawa,Retrospectiva Akira Kurosawa,Japón,328,2,Adultos ,2024,Agosto ,Sala
La granja de Coco,Sébastien Gagné,Festival Internacional de Cine para niños,México-Canadá,94,1,Adultos ,2024,Agosto ,Sala
La hembrita,"Laura Amelia Guzmán, Israel Cárdenas",Muestra de Cine Lente Quisqueya,República Dominicana,112,1,Adultos ,2024,Agosto ,Sala
La maldición de Okamuro,Yukito Matsuno,Macabro 2024 Festival de Cine de Horror,Japón,240,1,Adultos ,2024,Agosto ,Sala
La otra forma,Diego Felipe Guzmán.,Macabro 2024 Festival de Cine de Horror,Colombia-Brasil,257,1,Adultos ,2024,Agosto ,Sala
La sociedad del afecto,"Alejandra Marino, Marcela Marcolini",Muestra Internacional de Mujeres en el Cine y TV,Argentina,49,1,Adultos ,2024,Agosto ,Sala
La sudestada,Daniel Casabé y Edgardo Dieleke,Estrenos,Argentina,593,25,Adultos ,2024,Agosto ,Sala
"Lampo, el perro viajero",Magdalena Nie?,Festival Internacional de Cine para niños,Polonia,99,1,Adultos ,2024,Agosto ,Sala
Las cosas indefinidas,María Aparicio,43 Foro Internacional de Cine,Argentina,99,4,Adultos ,2024,Agosto ,Sala
Las pervertidas,Vera Chytilová,MICGénero 2024 / Retrospectiva Vera Chytilová,Checoslovaquia,730,4,Adultos ,2024,Agosto ,Sala
Las tías,Felipe Martínez Amador,Macabro 2024 Festival de Cine de Horror,Estados Unidos,351,1,Adultos ,2024,Agosto ,Sala
Las últimas cosas,Deborah Stratman,43 Foro Internacional de Cine,Estados Unidos-Portugal-Francia,136,4,Adultos ,2024,Agosto ,Sala
Listen carefully,Ryan Barton-Grimley,Macabro 2024 Festival de Cine de Horror,Estados Unidos,132,1,Adultos ,2024,Agosto ,Sala
Lo viejo y lo nuevo,Sergei Eisenstein,Rivera y el cine de vanguardia,Unión Soviética,40,1,Adultos ,2024,Agosto ,Sala
Lobo y perro,Cláudia Varejão,Estrenos,Portugal-Francia,725,19,Adultos ,2024,Agosto ,Sala
Longitud de guerra,Gonzalo Martínez Ortega,Extensión Académica,México,45,1,Adultos ,2024,Agosto ,Sala
Los Bilbao,Pedro Speroni,Estrenos,Argentina,542,35,Adultos ,2024,Agosto ,Sala
Los frutos del paraíso,Vera Chytilová,Retrospectiva Vera Chytilová,Checoslovaquia,100,3,Adultos ,2024,Agosto ,Sala
Los fusiles,Ruy Guerra,Retrospectiva AKIRA KUROSAWA,Brasil-Argentina,87,2,Adultos ,2024,Agosto ,Sala
Los genes de mis hijos,Vladimira Spindler,Muestra Internacional de Mujeres en el Cine y TV,Croacia,19,1,Adultos ,2024,Agosto ,Sala
Los idiotas,Lars von Trier,Retrospectiva Lars Von Trier,Dinamarca-Francia-Países Bajos-Alemania-Suecia-Italia,307,4,Adultos ,2024,Agosto ,Sala
Los Inconfidentes,Joaquim Pedro de Andrade,Retrospectiva AKIRA KUROSAWA,Brasil-Italia,52,2,Adultos ,2024,Agosto ,Sala
Los Jardines colgantes,Ahmed Al-Daradji,Estrenos,"Irak, Palestina, Egipto, Reino Unido, Arabia Saudita",1101,23,Adultos ,2024,Agosto ,Sala
Los siete samuráis,Akira Kurosawa,Retrospectiva Akira Kurosawa,Japón,333,2,Adultos ,2024,Agosto ,Sala
Los sueños de Akira Kurosawa,Akira Kurosawa.,Retrospectiva Akira Kurosawa,Japón-Estados Unidos,330,2,Adultos ,2024,Agosto ,Sala
Lost dolls,Jaroslaw Gogolin,Macabro 2024 Festival de Cine de Horror,Reino Unido,119,1,Adultos ,2024,Agosto ,Sala
M,Vardan Tozija,Macabro 2024 Festival de Cine de Horror,"Macedonia del Norte, Croacia, Francia, Kosovo, Luxemburgo / North Macedonia, Croatia, France, Kosovo, Luxembourg",68,1,Adultos ,2024,Agosto ,Sala
Macunaíma,Joaquim Pedro de Andrade,Retrospectiva AKIRA KUROSAWA,Brasil,60,2,Adultos ,2024,Agosto ,Sala
Manderlay,Lars von Trier,Retrospectiva Lars Von Trier,Dinamarca-Suecia-Países Bajos-Francia-Reino Unido-Alemania,63,1,Adultos ,2024,Agosto ,Sala
Martínez,Lorena Padilla,Muestra Internacional de Mujeres en el Cine y TV,México,46,1,Adultos ,2024,Agosto ,Sala
Matatena 29 Programa 10,Varios,Festival Internacional de Cine para niños,Alemania-Francia-México,108,1,Adultos ,2024,Agosto ,Sala
Matatena 29 Programa 12,Varios,Festival Internacional de Cine para niños,Argentina-Colombia-Chile-España-México-Portugal,124,1,Adultos ,2024,Agosto ,Sala
Matatena 29 Programa 7,Varios,Festival Internacional de Cine para niños,Bélgica-Corea del Sur-Croacia-Francia y Suiza,91,1,Adultos ,2024,Agosto ,Sala
Matatena 29 Programa 8,Varios,Festival Internacional de Cine para niños,"Canadá, Colombia, Francia, Japón y México",113,1,Adultos ,2024,Agosto ,Sala
Matatena 29 Programa 9,Varios,Festival Internacional de Cine para niños,Argentina-China-España-Estados Unidos-Estonia-México-Países Bajos,138,1,Adultos ,2024,Agosto ,Sala
